split,image_name,label_name,objects,median_h_norm,priority_for_manual_review,bootstrap_base_invisible
train,000068_000044_v8_div_balv2_0072__GS__Mikaela_Shifferin_GS_racing-mov__t59-89_jpg.rf.763_38374cb9.jpg,000068_000044_v8_div_balv2_0072__GS__Mikaela_Shifferin_GS_racing-mov__t59-89_jpg.rf.763_38374cb9.txt,2,0.799418,False,False
train,000069_000045_v8_div_balv2_0073__GS__Lucas_GS_T2-mov__t9-80_jpg.rf.f781e7d840889e61f647_bda017c4.jpg,000069_000045_v8_div_balv2_0073__GS__Lucas_GS_T2-mov__t9-80_jpg.rf.f781e7d840889e61f647_bda017c4.txt,2,0.191092,False,False
train,000070_000046_v8_div_balv2_0074__GS__Lucas_GS_T-mov__t16-21_jpg.rf.abdecb772ed5516da841_44b8d61c.jpg,000070_000046_v8_div_balv2_0074__GS__Lucas_GS_T-mov__t16-21_jpg.rf.abdecb772ed5516da841_44b8d61c.txt,7,0.152731,False,False
train,000071_000047_v8_div_balv2_0077__GS__Lucas_GS_T-mov__t11-01_jpg.rf.de35923041c08cc48a5d_c2556b24.jpg,000071_000047_v8_div_balv2_0077__GS__Lucas_GS_T-mov__t11-01_jpg.rf.de35923041c08cc48a5d_c2556b24.txt,5,0.201563,False,False
train,000072_000048_v8_div_balv2_0078__GS__MO_GS_R-mov__t37-26_jpg.rf.7eb0ab9fc6f18b0c728b427_17137b8e.jpg,000072_000048_v8_div_balv2_0078__GS__MO_GS_R-mov__t37-26_jpg.rf.7eb0ab9fc6f18b0c728b427_17137b8e.txt,3,0.391792,False,False
train,000074_000050_v8_div_balv2_0082__SL__MS_SL_R-mov__t5-02_jpg.rf.2506f01e51eacd62ab7bb644_3ac861f1.jpg,000074_000050_v8_div_balv2_0082__SL__MS_SL_R-mov__t5-02_jpg.rf.2506f01e51eacd62ab7bb644_3ac861f1.txt,1,0.671028,False,False
train,000076_000052_v8_div_balv2_0089__SL__MS_SL_R-mov__t11-81_jpg.rf.f56b594f38c117b3534e3ed_3066c824.jpg,000076_000052_v8_div_balv2_0089__SL__MS_SL_R-mov__t11-81_jpg.rf.f56b594f38c117b3534e3ed_3066c824.txt,4,0.281862,False,False
train,000077_000053_v8_div_balv2_0093__SL__Screen_Recording_2026-02-07_at_15-02-11-mov__t5-68_d36e1c2a.jpg,000077_000053_v8_div_balv2_0093__SL__Screen_Recording_2026-02-07_at_15-02-11-mov__t5-68_d36e1c2a.txt,11,0.19707,False,False
train,000079_000055_v8_div_balv2_0099__SL__Screen_Recording_2026-02-07_at_15-02-11-mov__t36-3_1a73fde6.jpg,000079_000055_v8_div_balv2_0099__SL__Screen_Recording_2026-02-07_at_15-02-11-mov__t36-3_1a73fde6.txt,8,0.392569,False,False
train,000080_000056_v8_div_balv2_0100__SL__Screen_Recording_2026-02-07_at_15-02-11-mov__t9-52_ba01be9e.jpg,000080_000056_v8_div_balv2_0100__SL__Screen_Recording_2026-02-07_at_15-02-11-mov__t9-52_ba01be9e.txt,7,0.282616,False,False
train,000081_000057_v8_div_balv2_0103__SL__MS_SL-mov__t3-63_jpg.rf.b520f3717bcc70e35e58fa1525_d77790d0.jpg,000081_000057_v8_div_balv2_0103__SL__MS_SL-mov__t3-63_jpg.rf.b520f3717bcc70e35e58fa1525_d77790d0.txt,1,0.396262,False,False
train,000082_000058_v8_div_balv2_0111__SL__MS_SL-mov__t11-69_jpg.rf.5d30bd2341660e10c92ea85c0_09e924b7.jpg,000082_000058_v8_div_balv2_0111__SL__MS_SL-mov__t11-69_jpg.rf.5d30bd2341660e10c92ea85c0_09e924b7.txt,1,0.648598,False,False
train,000083_000059_v8_div_balv2_0112__SL__MS_SL-mov__t9-00_jpg.rf.593114697fe569209ffb40336e_c105f383.jpg,000083_000059_v8_div_balv2_0112__SL__MS_SL-mov__t9-00_jpg.rf.593114697fe569209ffb40336e_c105f383.txt,2,0.482284,False,False
train,000084_000060_v8_div_balv2_0115__SL__Mikaela_Shifferin_Slolom2-mov__t0-83_jpg.rf.643685_c4530fa7.jpg,000084_000060_v8_div_balv2_0115__SL__Mikaela_Shifferin_Slolom2-mov__t0-83_jpg.rf.643685_c4530fa7.txt,7,0.35849,False,False
train,000085_000061_v8_div_balv2_0119__SL__Mikaela_Shifferin_Slolom2-mov__t10-23_jpg.rf.2353b_fc64789d.jpg,000085_000061_v8_div_balv2_0119__SL__Mikaela_Shifferin_Slolom2-mov__t10-23_jpg.rf.2353b_fc64789d.txt,3,0.789256,False,False
train,000086_000062_v8_div_balv2_0120__SL__Mikaela_Shifferin_Slolom2-mov__t7-88_jpg.rf.086421_8f602c0e.jpg,000086_000062_v8_div_balv2_0120__SL__Mikaela_Shifferin_Slolom2-mov__t7-88_jpg.rf.086421_8f602c0e.txt,1,0.287513,False,False
train,000087_000063_v8_div_balv2_0124__SL__Screen_Recording_2026-02-07_at_14-59-25-mov__t20-2_eed5af06.jpg,000087_000063_v8_div_balv2_0124__SL__Screen_Recording_2026-02-07_at_14-59-25-mov__t20-2_eed5af06.txt,1,0.657409,False,False
train,000088_000064_v8_div_balv2_0127__Videos__OeDt6D_9Rh4__0-mp4__t13-68_jpg.rf.aa5afba8b997_24c9a291.jpg,000088_000064_v8_div_balv2_0127__Videos__OeDt6D_9Rh4__0-mp4__t13-68_jpg.rf.aa5afba8b997_24c9a291.txt,0,0.0,False,False
train,000089_000065_v8_div_balv2_0128__Videos__3wkVqupcMAk__0-mp4__t19-67_jpg.rf.286334ddb363_ce7c9224.jpg,000089_000065_v8_div_balv2_0128__Videos__3wkVqupcMAk__0-mp4__t19-67_jpg.rf.286334ddb363_ce7c9224.txt,0,0.0,False,False
train,000090_000066_v8_div_balv2_0129__Videos__OeDt6D_9Rh4__0-mp4__t16-83_jpg.rf.ae55a0a1c72b_01246b65.jpg,000090_000066_v8_div_balv2_0129__Videos__OeDt6D_9Rh4__0-mp4__t16-83_jpg.rf.ae55a0a1c72b_01246b65.txt,0,0.0,False,False
train,000091_000067_v8_div_balv2_0138__Videos__37HtpPpdvp0__0-mp4__t1-00_jpg.rf.7be14705b0d44_fda9d813.jpg,000091_000067_v8_div_balv2_0138__Videos__37HtpPpdvp0__0-mp4__t1-00_jpg.rf.7be14705b0d44_fda9d813.txt,1,0.322352,False,False
train,000092_000068_v8_div_balv2_0141__Videos__zW1bF2PsB0M__16-mp4__t3-88_jpg.rf.647bbe9f3326_983f9cc4.jpg,000092_000068_v8_div_balv2_0141__Videos__zW1bF2PsB0M__16-mp4__t3-88_jpg.rf.647bbe9f3326_983f9cc4.txt,4,0.263955,False,False
train,000093_000069_v8_div_balv2_0146__Videos__zW1bF2PsB0M__7-mp4__t3-38_jpg.rf.716277696b6d1_fd5b00a4.jpg,000093_000069_v8_div_balv2_0146__Videos__zW1bF2PsB0M__7-mp4__t3-38_jpg.rf.716277696b6d1_fd5b00a4.txt,4,0.191515,False,False
train,000094_000070_v8_div_balv2_0147__Videos__FW1S3VAKui8__0-mp4__t15-92_jpg.rf.5d9d0a0161d0_97b914c3.jpg,000094_000070_v8_div_balv2_0147__Videos__FW1S3VAKui8__0-mp4__t15-92_jpg.rf.5d9d0a0161d0_97b914c3.txt,1,0.242556,False,False
train,000095_000071_v8_div_balv2_0148__Videos__FW1S3VAKui8__0-mp4__t18-42_jpg.rf.832ba8a9a777_b7e33144.jpg,000095_000071_v8_div_balv2_0148__Videos__FW1S3VAKui8__0-mp4__t18-42_jpg.rf.832ba8a9a777_b7e33144.txt,0,0.0,False,False
train,000096_000072_v8_div_balv2_0152__Videos__LjXeTB3Wl10__0-mp4__t20-05_jpg.rf.fc9e79a305b3_6c8c1afd.jpg,000096_000072_v8_div_balv2_0152__Videos__LjXeTB3Wl10__0-mp4__t20-05_jpg.rf.fc9e79a305b3_6c8c1afd.txt,0,0.0,False,False
train,000098_000074_v8_div_balv2_0155__Videos__LjXeTB3Wl10__0-mp4__t23-80_jpg.rf.a4128919aa60_54f973e5.jpg,000098_000074_v8_div_balv2_0155__Videos__LjXeTB3Wl10__0-mp4__t23-80_jpg.rf.a4128919aa60_54f973e5.txt,1,0.193528,False,False
train,000099_000075_v8_div_balv2_0156__Videos__he3w2n9WvrI__16-mp4__t4-82_jpg.rf.033c8e584498_abd39714.jpg,000099_000075_v8_div_balv2_0156__Videos__he3w2n9WvrI__16-mp4__t4-82_jpg.rf.033c8e584498_abd39714.txt,2,0.152133,False,False
train,000100_000076_v8_div_balv2_0157__Videos__LjXeTB3Wl10__0-mp4__t31-29_jpg.rf.f15a34d69135_0c646455.jpg,000100_000076_v8_div_balv2_0157__Videos__LjXeTB3Wl10__0-mp4__t31-29_jpg.rf.f15a34d69135_0c646455.txt,0,0.0,False,False
train,000101_000077_v8_div_balv2_0158__Videos__nq2qj0fhYjc__0-mp4__t6-67_jpg.rf.97a7232771f24_92ebdb32.jpg,000101_000077_v8_div_balv2_0158__Videos__nq2qj0fhYjc__0-mp4__t6-67_jpg.rf.97a7232771f24_92ebdb32.txt,1,0.283464,False,False
train,000102_000078_v8_div_balv2_0159__Videos__nq2qj0fhYjc__0-mp4__t2-53_jpg.rf.896469f8e4541_0f20522c.jpg,000102_000078_v8_div_balv2_0159__Videos__nq2qj0fhYjc__0-mp4__t2-53_jpg.rf.896469f8e4541_0f20522c.txt,0,0.0,False,False
train,000103_000079_v8_div_balv2_0164__Videos__he3w2n9WvrI__4-mp4__t5-16_jpg.rf.bec81f10ab0a6_6e6b3460.jpg,000103_000079_v8_div_balv2_0164__Videos__he3w2n9WvrI__4-mp4__t5-16_jpg.rf.bec81f10ab0a6_6e6b3460.txt,2,0.163044,False,False
train,000104_000080_v8_div_balv2_0165__Videos__zW1bF2PsB0M__16-mp4__t3-13_jpg.rf.e657f3de9504_b280a31c.jpg,000104_000080_v8_div_balv2_0165__Videos__zW1bF2PsB0M__16-mp4__t3-13_jpg.rf.e657f3de9504_b280a31c.txt,4,0.174208,False,False
train,000106_000082_v8_div_balv2_0172__Videos__he3w2n9WvrI__10-mp4__t4-82_jpg.rf.a7dd8c9dbaa4_1ae71d37.jpg,000106_000082_v8_div_balv2_0172__Videos__he3w2n9WvrI__10-mp4__t4-82_jpg.rf.a7dd8c9dbaa4_1ae71d37.txt,2,0.199924,False,False
train,000108_000084_v8_div_balv2_0183__Videos__SVYdH614G_M__7-mp4__t8-03_jpg.rf.e014e0f55cfee_207df56a.jpg,000108_000084_v8_div_balv2_0183__Videos__SVYdH614G_M__7-mp4__t8-03_jpg.rf.e014e0f55cfee_207df56a.txt,0,0.0,False,False
train,000109_000085_v8_div_balv2_0185__Videos__he3w2n9WvrI__5-mp4__t6-54_jpg.rf.f3b549c90ff01_498aed85.jpg,000109_000085_v8_div_balv2_0185__Videos__he3w2n9WvrI__5-mp4__t6-54_jpg.rf.f3b549c90ff01_498aed85.txt,6,0.169138,False,False
train,000110_000086_v8_div_balv2_0191__Videos__SVYdH614G_M__5-mp4__t2-95_jpg.rf.47978ff1fa348_074e2dc3.jpg,000110_000086_v8_div_balv2_0191__Videos__SVYdH614G_M__5-mp4__t2-95_jpg.rf.47978ff1fa348_074e2dc3.txt,1,0.242665,False,False
train,000112_000088_v8_div_balv2_0197__Videos__SVYdH614G_M__5-mp4__t1-81_jpg.rf.590927c3fe6fd_57a28d4a.jpg,000112_000088_v8_div_balv2_0197__Videos__SVYdH614G_M__5-mp4__t1-81_jpg.rf.590927c3fe6fd_57a28d4a.txt,0,0.0,False,False
train,000113_000089_v8_div_balv2_0199__Videos__he3w2n9WvrI__16-mp4__t0-18_jpg.rf.cfeab843a3f5_cea27f92.jpg,000113_000089_v8_div_balv2_0199__Videos__he3w2n9WvrI__16-mp4__t0-18_jpg.rf.cfeab843a3f5_cea27f92.txt,2,0.67986,False,False
train,000114_000090_v8_div_balv2_0200__Videos__zW1bF2PsB0M__12-mp4__t3-74_jpg.rf.6c2f338a70fb_5ecd595d.jpg,000114_000090_v8_div_balv2_0200__Videos__zW1bF2PsB0M__12-mp4__t3-74_jpg.rf.6c2f338a70fb_5ecd595d.txt,2,0.311373,False,False
train,000116_000092_v8_div_balv2_0207__Videos__uLW74013Wp0__2-mp4__t11-90_jpg.rf.543cc3a090dd_c897ecf9.jpg,000116_000092_v8_div_balv2_0207__Videos__uLW74013Wp0__2-mp4__t11-90_jpg.rf.543cc3a090dd_c897ecf9.txt,7,0.16106,False,False
train,000118_000094_v8_div_balv2_0213__Videos__uLW74013Wp0__9-mp4__t1-44_jpg.rf.419f1f2ad2872_e8606944.jpg,000118_000094_v8_div_balv2_0213__Videos__uLW74013Wp0__9-mp4__t1-44_jpg.rf.419f1f2ad2872_e8606944.txt,0,0.0,False,False
train,000119_000095_v8_div_balv2_0219__Videos__SVYdH614G_M__0-mp4__t2-50_jpg.rf.b567e62a5b42f_2b2c6926.jpg,000119_000095_v8_div_balv2_0219__Videos__SVYdH614G_M__0-mp4__t2-50_jpg.rf.b567e62a5b42f_2b2c6926.txt,0,0.0,False,False
train,000120_000096_v8_div_balv2_0221__Videos__uLW74013Wp0__6-mp4__t1-47_jpg.rf.613480bfd2fdb_eb1278ae.jpg,000120_000096_v8_div_balv2_0221__Videos__uLW74013Wp0__6-mp4__t1-47_jpg.rf.613480bfd2fdb_eb1278ae.txt,2,0.176824,False,False
train,000121_000097_v8_div_balv2_0222__Videos__SVYdH614G_M__5-mp4__t1-23_jpg.rf.3191914d96086_d9a181ca.jpg,000121_000097_v8_div_balv2_0222__Videos__SVYdH614G_M__5-mp4__t1-23_jpg.rf.3191914d96086_d9a181ca.txt,0,0.0,False,False
train,000122_000098_v8_div_balv2_0224__Videos__zW1bF2PsB0M__17-mp4__t6-95_jpg.rf.cb685b780960_acf46aff.jpg,000122_000098_v8_div_balv2_0224__Videos__zW1bF2PsB0M__17-mp4__t6-95_jpg.rf.cb685b780960_acf46aff.txt,0,0.0,False,False
train,000124_000100_v8_div_balv2_0231__Videos__qxfgw1Kd98A__7-mp4__t5-94_jpg.rf.6b9ada30593fb_fc46850e.jpg,000124_000100_v8_div_balv2_0231__Videos__qxfgw1Kd98A__7-mp4__t5-94_jpg.rf.6b9ada30593fb_fc46850e.txt,1,0.472938,False,False
train,000125_000101_v8_div_balv2_0232__Videos__uLW74013Wp0__6-mp4__t0-52_jpg.rf.8d9081e8edc66_421b9e81.jpg,000125_000101_v8_div_balv2_0232__Videos__uLW74013Wp0__6-mp4__t0-52_jpg.rf.8d9081e8edc66_421b9e81.txt,1,0.261417,False,False
train,000126_000102_v8_div_balv2_0234__Videos__5UHRvqx1iuQ__0-mp4__t5-97_jpg.rf.18684f79a0c8e_450c7437.jpg,000126_000102_v8_div_balv2_0234__Videos__5UHRvqx1iuQ__0-mp4__t5-97_jpg.rf.18684f79a0c8e_450c7437.txt,2,0.372607,False,False
train,000127_000103_v8_div_balv2_0235__Videos__he3w2n9WvrI__17-mp4__t2-64_jpg.rf.493239a59e5f_45cb6f1f.jpg,000127_000103_v8_div_balv2_0235__Videos__he3w2n9WvrI__17-mp4__t2-64_jpg.rf.493239a59e5f_45cb6f1f.txt,1,0.692593,False,False
train,000128_000104_v8_div_balv2_0237__Videos__zW1bF2PsB0M__3-mp4__t0-21_jpg.rf.5cc2d351937fa_f7d0b810.jpg,000128_000104_v8_div_balv2_0237__Videos__zW1bF2PsB0M__3-mp4__t0-21_jpg.rf.5cc2d351937fa_f7d0b810.txt,3,0.23681,False,False
train,000129_000105_v8_div_balv2_0238__Videos__qxfgw1Kd98A__13-mp4__t3-25_jpg.rf.8ce0377833b1_a242e1d8.jpg,000129_000105_v8_div_balv2_0238__Videos__qxfgw1Kd98A__13-mp4__t3-25_jpg.rf.8ce0377833b1_a242e1d8.txt,2,0.516021,False,False
train,000130_000106_v8_div_balv2_0239__Videos__uLW74013Wp0__16-mp4__t0-18_jpg.rf.701fd3e09884_d588c85e.jpg,000130_000106_v8_div_balv2_0239__Videos__uLW74013Wp0__16-mp4__t0-18_jpg.rf.701fd3e09884_d588c85e.txt,1,1.0,False,False
train,000131_000107_v8_div_balv2_0240__Videos__zW1bF2PsB0M__5-mp4__t10-26_jpg.rf.7f69cc795399_8bb5981a.jpg,000131_000107_v8_div_balv2_0240__Videos__zW1bF2PsB0M__5-mp4__t10-26_jpg.rf.7f69cc795399_8bb5981a.txt,2,0.351056,False,False
train,000132_000108_v8_div_balv2_0241__Videos__he3w2n9WvrI__16-mp4__t1-34_jpg.rf.034e4ee36896_bb5a540c.jpg,000132_000108_v8_div_balv2_0241__Videos__he3w2n9WvrI__16-mp4__t1-34_jpg.rf.034e4ee36896_bb5a540c.txt,2,0.685339,False,False
train,000133_000109_v8_div_balv2_0243__Videos__zW1bF2PsB0M__12-mp4__t1-42_jpg.rf.fa84942ad8d6_687e5ced.jpg,000133_000109_v8_div_balv2_0243__Videos__zW1bF2PsB0M__12-mp4__t1-42_jpg.rf.fa84942ad8d6_687e5ced.txt,1,0.400897,False,False
train,000134_000110_v8_div_balv2_0246__Videos__qxfgw1Kd98A__2-mp4__t3-88_jpg.rf.212c0071ab36b_8986a2b9.jpg,000134_000110_v8_div_balv2_0246__Videos__qxfgw1Kd98A__2-mp4__t3-88_jpg.rf.212c0071ab36b_8986a2b9.txt,2,0.336258,False,False
train,000135_000111_v8_div_balv2_0250__Videos__uLW74013Wp0__11-mp4__t4-50_jpg.rf.77016b05fad8_6898c25b.jpg,000135_000111_v8_div_balv2_0250__Videos__uLW74013Wp0__11-mp4__t4-50_jpg.rf.77016b05fad8_6898c25b.txt,1,0.51759,False,False
train,000136_000112_v8_div_balv2_0265__Videos__SVYdH614G_M__4-mp4__t5-72_jpg.rf.eea280bcd33dc_67fde9ac.jpg,000136_000112_v8_div_balv2_0265__Videos__SVYdH614G_M__4-mp4__t5-72_jpg.rf.eea280bcd33dc_67fde9ac.txt,0,0.0,False,False
train,000137_000113_v8_div_balv2_0266__Videos__he3w2n9WvrI__10-mp4__t1-34_jpg.rf.c360ea3c1a2b_abe498c9.jpg,000137_000113_v8_div_balv2_0266__Videos__he3w2n9WvrI__10-mp4__t1-34_jpg.rf.c360ea3c1a2b_abe498c9.txt,1,0.638889,False,False
train,000138_000114_v8_div_balv2_0267__Videos__zW1bF2PsB0M__12-mp4__t6-06_jpg.rf.2b7f12c3b396_97e06c19.jpg,000138_000114_v8_div_balv2_0267__Videos__zW1bF2PsB0M__12-mp4__t6-06_jpg.rf.2b7f12c3b396_97e06c19.txt,0,0.0,False,False
train,000139_000115_v8_div_balv2_0270__Videos__uLW74013Wp0__1-mp4__t0-10_jpg.rf.4a369723260e1_1a7b349b.jpg,000139_000115_v8_div_balv2_0270__Videos__uLW74013Wp0__1-mp4__t0-10_jpg.rf.4a369723260e1_1a7b349b.txt,0,0.0,False,False
train,000140_000116_v8_div_balv2_0272__Videos__uLW74013Wp0__4-mp4__t7-49_jpg.rf.cd14b8a975aa3_6749ccb9.jpg,000140_000116_v8_div_balv2_0272__Videos__uLW74013Wp0__4-mp4__t7-49_jpg.rf.cd14b8a975aa3_6749ccb9.txt,3,0.793632,False,False
train,000141_000117_v8_div_balv2_0273__Videos__zW1bF2PsB0M__13-mp4__t1-09_jpg.rf.4c3d7cd96eeb_6954208a.jpg,000141_000117_v8_div_balv2_0273__Videos__zW1bF2PsB0M__13-mp4__t1-09_jpg.rf.4c3d7cd96eeb_6954208a.txt,0,0.0,False,False
train,000142_000118_v8_div_balv2_0274__Videos__uLW74013Wp0__4-mp4__t5-71_jpg.rf.bb97c5edae0fa_f19d5ce1.jpg,000142_000118_v8_div_balv2_0274__Videos__uLW74013Wp0__4-mp4__t5-71_jpg.rf.bb97c5edae0fa_f19d5ce1.txt,1,0.901476,False,False
train,000143_000119_v8_div_balv2_0277__Videos__5UHRvqx1iuQ__5-mp4__t0-85_jpg.rf.184b47985c7df_8cef25b2.jpg,000143_000119_v8_div_balv2_0277__Videos__5UHRvqx1iuQ__5-mp4__t0-85_jpg.rf.184b47985c7df_8cef25b2.txt,0,0.0,False,False
train,000144_000120_v8_div_balv2_0279__Videos__zW1bF2PsB0M__10-mp4__t3-26_jpg.rf.153ac6850227_05aa4fab.jpg,000144_000120_v8_div_balv2_0279__Videos__zW1bF2PsB0M__10-mp4__t3-26_jpg.rf.153ac6850227_05aa4fab.txt,0,0.0,False,False
train,000145_000121_v8_div_balv2_0280__Videos__qxfgw1Kd98A__16-mp4__t0-80_jpg.rf.1ef5e2992403_c3bf0892.jpg,000145_000121_v8_div_balv2_0280__Videos__qxfgw1Kd98A__16-mp4__t0-80_jpg.rf.1ef5e2992403_c3bf0892.txt,0,0.0,False,False
train,000146_000161_unseen_2907_SL_frame0000_jpg.rf.1efdc94a092a7997cb5e406e23c3da0a_e61020f0_e61020f0.jpg,000146_000161_unseen_2907_SL_frame0000_jpg.rf.1efdc94a092a7997cb5e406e23c3da0a_e61020f0_e61020f0.txt,14,0.2815,False,False
train,000147_000162_unseen_2907_SL_frame0231_jpg.rf.060d4ae513603ac74f731e5bd3c4c09f_033e3fa5_033e3fa5.jpg,000147_000162_unseen_2907_SL_frame0231_jpg.rf.060d4ae513603ac74f731e5bd3c4c09f_033e3fa5_033e3fa5.txt,12,0.235927,False,False
train,000148_000163_unseen_2907_SL_frame0297_jpg.rf.2320563b046aa080562a2b6ab5d2993b_2465c1a4_2465c1a4.jpg,000148_000163_unseen_2907_SL_frame0297_jpg.rf.2320563b046aa080562a2b6ab5d2993b_2465c1a4_2465c1a4.txt,12,0.223354,False,False
train,000149_000164_unseen_2907_SL_frame0330_jpg.rf.e840ecb3d646352e330b102cef47e7c5_b407be0e_b407be0e.jpg,000149_000164_unseen_2907_SL_frame0330_jpg.rf.e840ecb3d646352e330b102cef47e7c5_b407be0e_b407be0e.txt,10,0.25376,False,False
train,000150_000165_unseen_2907_SL_frame0363_jpg.rf.2c09f5b6097eb7f1181d9aaa5f92ecb1_b79d5b06_b79d5b06.jpg,000150_000165_unseen_2907_SL_frame0363_jpg.rf.2c09f5b6097eb7f1181d9aaa5f92ecb1_b79d5b06_b79d5b06.txt,8,0.264125,False,False
train,000154_000169_unseen_2907_SL_frame0495_jpg.rf.c1b21e3642069181dc64475abdb1f2af_4e0a20c1_4e0a20c1.jpg,000154_000169_unseen_2907_SL_frame0495_jpg.rf.c1b21e3642069181dc64475abdb1f2af_4e0a20c1_4e0a20c1.txt,1,0.271042,False,False
train,000156_000171_unseen_2907_SL_frame0594_jpg.rf.d014bfdc062688abe8205d763c90c9a1_eb0001be_eb0001be.jpg,000156_000171_unseen_2907_SL_frame0594_jpg.rf.d014bfdc062688abe8205d763c90c9a1_eb0001be_eb0001be.txt,7,0.247042,False,False
train,000157_000172_unseen_2907_SL_frame0660_jpg.rf.c03f0da59824234fbeaee1a333427b64_2eea2b8e_2eea2b8e.jpg,000157_000172_unseen_2907_SL_frame0660_jpg.rf.c03f0da59824234fbeaee1a333427b64_2eea2b8e_2eea2b8e.txt,6,0.20225,False,False
train,000158_000173_unseen_2907_SL_frame0693_jpg.rf.71332249eef6aa509725c33dc3441b7c_58208216_58208216.jpg,000158_000173_unseen_2907_SL_frame0693_jpg.rf.71332249eef6aa509725c33dc3441b7c_58208216_58208216.txt,2,0.358312,False,False
train,000159_000174_unseen_2907_SL_frame0759_jpg.rf.73f30bad0c5050faf93c90d1d2a2cb3f_26d9abf2_26d9abf2.jpg,000159_000174_unseen_2907_SL_frame0759_jpg.rf.73f30bad0c5050faf93c90d1d2a2cb3f_26d9abf2_26d9abf2.txt,2,0.36076,False,False
train,000160_000175_unseen_2907_SL_frame0792_jpg.rf.4d2858cb0e357f7922483dfae3a6e330_203186e7_203186e7.jpg,000160_000175_unseen_2907_SL_frame0792_jpg.rf.4d2858cb0e357f7922483dfae3a6e330_203186e7_203186e7.txt,3,0.292771,False,False
train,000161_000176_unseen_2907_SL_frame0825_jpg.rf.1c39abed489525e12c715731de7a247e_ff086f69_ff086f69.jpg,000161_000176_unseen_2907_SL_frame0825_jpg.rf.1c39abed489525e12c715731de7a247e_ff086f69_ff086f69.txt,6,0.306208,False,False
train,000162_000177_unseen_2909_SL_frame0036_jpg.rf.03b6534cb3d2be1d87cf781668cba5bc_b0bce301_b0bce301.jpg,000162_000177_unseen_2909_SL_frame0036_jpg.rf.03b6534cb3d2be1d87cf781668cba5bc_b0bce301_b0bce301.txt,18,0.198812,False,False
train,000163_000178_unseen_2909_SL_frame0072_jpg.rf.0fc4a926332070e4582757e527efd162_1334e742_1334e742.jpg,000163_000178_unseen_2909_SL_frame0072_jpg.rf.0fc4a926332070e4582757e527efd162_1334e742_1334e742.txt,23,0.200417,False,False
train,000164_000179_unseen_2909_SL_frame0108_jpg.rf.b36ab8a95ce46079d4e16b6e246d556e_e710c2eb_e710c2eb.jpg,000164_000179_unseen_2909_SL_frame0108_jpg.rf.b36ab8a95ce46079d4e16b6e246d556e_e710c2eb_e710c2eb.txt,26,0.171677,False,False
train,000165_000180_unseen_2909_SL_frame0144_jpg.rf.ada60cb8ae883e6d78b9d52086bda8b9_38995991_38995991.jpg,000165_000180_unseen_2909_SL_frame0144_jpg.rf.ada60cb8ae883e6d78b9d52086bda8b9_38995991_38995991.txt,26,0.15225,False,False
train,000166_000181_unseen_2909_SL_frame0180_jpg.rf.7a0135ff682225b10056dcc5f9f22782_a6396cf9_a6396cf9.jpg,000166_000181_unseen_2909_SL_frame0180_jpg.rf.7a0135ff682225b10056dcc5f9f22782_a6396cf9_a6396cf9.txt,24,0.162281,False,False
train,000167_000182_unseen_2909_SL_frame0216_jpg.rf.78fcb4b4f0ab813ce9b17bb930da0b27_4a897014_4a897014.jpg,000167_000182_unseen_2909_SL_frame0216_jpg.rf.78fcb4b4f0ab813ce9b17bb930da0b27_4a897014_4a897014.txt,28,0.152812,False,False
train,000168_000183_unseen_2909_SL_frame0252_jpg.rf.055bee8b8525bca542e5f0e876173e40_e7a6b1d0_e7a6b1d0.jpg,000168_000183_unseen_2909_SL_frame0252_jpg.rf.055bee8b8525bca542e5f0e876173e40_e7a6b1d0_e7a6b1d0.txt,24,0.176635,False,False
train,000174_000189_unseen_2909_SL_frame0468_jpg.rf.8dfbf79a203a31cfcce353a6d7435bc5_0837764c_0837764c.jpg,000174_000189_unseen_2909_SL_frame0468_jpg.rf.8dfbf79a203a31cfcce353a6d7435bc5_0837764c_0837764c.txt,1,0.160396,False,False
train,000175_000190_unseen_2909_SL_frame0540_jpg.rf.e9d96c183dc44a75acf5b69da3ae456c_4620c032_4620c032.jpg,000175_000190_unseen_2909_SL_frame0540_jpg.rf.e9d96c183dc44a75acf5b69da3ae456c_4620c032_4620c032.txt,7,0.154521,False,False
train,000176_000191_unseen_2909_SL_frame0576_jpg.rf.885975797159b8854559512cccfb88c8_b5962e81_b5962e81.jpg,000176_000191_unseen_2909_SL_frame0576_jpg.rf.885975797159b8854559512cccfb88c8_b5962e81_b5962e81.txt,4,0.269104,False,False
train,000177_000192_unseen_2909_SL_frame0612_jpg.rf.909d08804d61c3d5798f0c79126e77bf_600fa382_600fa382.jpg,000177_000192_unseen_2909_SL_frame0612_jpg.rf.909d08804d61c3d5798f0c79126e77bf_600fa382_600fa382.txt,5,0.235292,False,False
train,000178_000193_unseen_2909_SL_frame0648_jpg.rf.9c079c08df78f81e5d05731a7ac00e6d_f4760414_f4760414.jpg,000178_000193_unseen_2909_SL_frame0648_jpg.rf.9c079c08df78f81e5d05731a7ac00e6d_f4760414_f4760414.txt,4,0.302281,False,False
train,000179_000194_unseen_2909_SL_frame0684_jpg.rf.af4e13884ceead93f309061c4c749827_1135eea1_1135eea1.jpg,000179_000194_unseen_2909_SL_frame0684_jpg.rf.af4e13884ceead93f309061c4c749827_1135eea1_1135eea1.txt,1,0.529875,False,False
