sha1,source_image,source_label,dest_image,dest_label,box_count
4145a63be3048e7cc4b03424b115813a8199b73d,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000182_000197_unseen_2909_SL_frame0864_jpg.rf.ea63802d55f17fd7d36199b347a3ced1_4145a63b_4145a63b.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000182_000197_unseen_2909_SL_frame0864_jpg.rf.ea63802d55f17fd7d36199b347a3ced1_4145a63b_4145a63b.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000182_000197_unseen_2909_SL_frame0864_jpg.rf.ea63802d55f17fd7d36199b347a3ced1_4145a63b_4145a63b.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000182_000197_unseen_2909_SL_frame0864_jpg.rf.ea63802d55f17fd7d36199b347a3ced1_4145a63b_4145a63b.txt,7
421b9e817ad63c70b62770cb21238247bf215b5a,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000125_000101_v8_div_balv2_0232__Videos__uLW74013Wp0__6-mp4__t0-52_jpg.rf.8d9081e8edc66_421b9e81.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000125_000101_v8_div_balv2_0232__Videos__uLW74013Wp0__6-mp4__t0-52_jpg.rf.8d9081e8edc66_421b9e81.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000125_000101_v8_div_balv2_0232__Videos__uLW74013Wp0__6-mp4__t0-52_jpg.rf.8d9081e8edc66_421b9e81.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000125_000101_v8_div_balv2_0232__Videos__uLW74013Wp0__6-mp4__t0-52_jpg.rf.8d9081e8edc66_421b9e81.txt,1
42a388d846d80ee9c2c65d080f79308e08ab04a0,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000295_000341_he3w2n9WvrI_17_he3w2n9WvrI_17_00008_png.rf.e6b9d7075812d4dbad1b4ad4b510f4_42a388d8.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000295_000341_he3w2n9WvrI_17_he3w2n9WvrI_17_00008_png.rf.e6b9d7075812d4dbad1b4ad4b510f4_42a388d8.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000295_000341_he3w2n9WvrI_17_he3w2n9WvrI_17_00008_png.rf.e6b9d7075812d4dbad1b4ad4b510f4_42a388d8.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000295_000341_he3w2n9WvrI_17_he3w2n9WvrI_17_00008_png.rf.e6b9d7075812d4dbad1b4ad4b510f4_42a388d8.txt,4
44b8d61cfaab77c20ba80bfde6b098f633ba93b3,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000070_000046_v8_div_balv2_0074__GS__Lucas_GS_T-mov__t16-21_jpg.rf.abdecb772ed5516da841_44b8d61c.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000070_000046_v8_div_balv2_0074__GS__Lucas_GS_T-mov__t16-21_jpg.rf.abdecb772ed5516da841_44b8d61c.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000070_000046_v8_div_balv2_0074__GS__Lucas_GS_T-mov__t16-21_jpg.rf.abdecb772ed5516da841_44b8d61c.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000070_000046_v8_div_balv2_0074__GS__Lucas_GS_T-mov__t16-21_jpg.rf.abdecb772ed5516da841_44b8d61c.txt,7
450c743782425efd15453ae26ed24fce39a05211,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000126_000102_v8_div_balv2_0234__Videos__5UHRvqx1iuQ__0-mp4__t5-97_jpg.rf.18684f79a0c8e_450c7437.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000126_000102_v8_div_balv2_0234__Videos__5UHRvqx1iuQ__0-mp4__t5-97_jpg.rf.18684f79a0c8e_450c7437.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000126_000102_v8_div_balv2_0234__Videos__5UHRvqx1iuQ__0-mp4__t5-97_jpg.rf.18684f79a0c8e_450c7437.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000126_000102_v8_div_balv2_0234__Videos__5UHRvqx1iuQ__0-mp4__t5-97_jpg.rf.18684f79a0c8e_450c7437.txt,2
45cb6f1f329105b79d57280ed493a1226eccd513,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000127_000103_v8_div_balv2_0235__Videos__he3w2n9WvrI__17-mp4__t2-64_jpg.rf.493239a59e5f_45cb6f1f.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000127_000103_v8_div_balv2_0235__Videos__he3w2n9WvrI__17-mp4__t2-64_jpg.rf.493239a59e5f_45cb6f1f.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000127_000103_v8_div_balv2_0235__Videos__he3w2n9WvrI__17-mp4__t2-64_jpg.rf.493239a59e5f_45cb6f1f.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000127_000103_v8_div_balv2_0235__Videos__he3w2n9WvrI__17-mp4__t2-64_jpg.rf.493239a59e5f_45cb6f1f.txt,1
45f7def0a17528f208508ebb3c1cac12d1262c13,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000189_000204_unseen_2911_SL_frame0248_jpg.rf.3c28d5ea96e187c741e361416d350083_45f7def0_45f7def0.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000189_000204_unseen_2911_SL_frame0248_jpg.rf.3c28d5ea96e187c741e361416d350083_45f7def0_45f7def0.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000189_000204_unseen_2911_SL_frame0248_jpg.rf.3c28d5ea96e187c741e361416d350083_45f7def0_45f7def0.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000189_000204_unseen_2911_SL_frame0248_jpg.rf.3c28d5ea96e187c741e361416d350083_45f7def0_45f7def0.txt,23
4620c0320c700a46bd6d0220a14a87c23d92dd62,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000175_000190_unseen_2909_SL_frame0540_jpg.rf.e9d96c183dc44a75acf5b69da3ae456c_4620c032_4620c032.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000175_000190_unseen_2909_SL_frame0540_jpg.rf.e9d96c183dc44a75acf5b69da3ae456c_4620c032_4620c032.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000175_000190_unseen_2909_SL_frame0540_jpg.rf.e9d96c183dc44a75acf5b69da3ae456c_4620c032_4620c032.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000175_000190_unseen_2909_SL_frame0540_jpg.rf.e9d96c183dc44a75acf5b69da3ae456c_4620c032_4620c032.txt,7
48e43dd0c0d76112b18e67b26eb4f5804ad44374,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000320_000366_zW1bF2PsB0M_8_zW1bF2PsB0M_8_00004_png.rf.dedb21521032c45644ae17b4fae5d204_48e43dd0.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000320_000366_zW1bF2PsB0M_8_zW1bF2PsB0M_8_00004_png.rf.dedb21521032c45644ae17b4fae5d204_48e43dd0.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000320_000366_zW1bF2PsB0M_8_zW1bF2PsB0M_8_00004_png.rf.dedb21521032c45644ae17b4fae5d204_48e43dd0.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000320_000366_zW1bF2PsB0M_8_zW1bF2PsB0M_8_00004_png.rf.dedb21521032c45644ae17b4fae5d204_48e43dd0.txt,3
498aed85f924cd7c3af807c88acbccafa4546aff,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000109_000085_v8_div_balv2_0185__Videos__he3w2n9WvrI__5-mp4__t6-54_jpg.rf.f3b549c90ff01_498aed85.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000109_000085_v8_div_balv2_0185__Videos__he3w2n9WvrI__5-mp4__t6-54_jpg.rf.f3b549c90ff01_498aed85.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000109_000085_v8_div_balv2_0185__Videos__he3w2n9WvrI__5-mp4__t6-54_jpg.rf.f3b549c90ff01_498aed85.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000109_000085_v8_div_balv2_0185__Videos__he3w2n9WvrI__5-mp4__t6-54_jpg.rf.f3b549c90ff01_498aed85.txt,6
4a897014c9d46c40f20dc552de13550c97328588,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000167_000182_unseen_2909_SL_frame0216_jpg.rf.78fcb4b4f0ab813ce9b17bb930da0b27_4a897014_4a897014.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000167_000182_unseen_2909_SL_frame0216_jpg.rf.78fcb4b4f0ab813ce9b17bb930da0b27_4a897014_4a897014.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000167_000182_unseen_2909_SL_frame0216_jpg.rf.78fcb4b4f0ab813ce9b17bb930da0b27_4a897014_4a897014.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000167_000182_unseen_2909_SL_frame0216_jpg.rf.78fcb4b4f0ab813ce9b17bb930da0b27_4a897014_4a897014.txt,28
4d56084ecf9dcc0dbd83a488942ffe539a9d9715,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000249_000295_NrWcP1s3QC0_9_NrWcP1s3QC0_9_00001_png.rf.f2cbcb04863fa33a4740d4ce074240eb_4d56084e.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000249_000295_NrWcP1s3QC0_9_NrWcP1s3QC0_9_00001_png.rf.f2cbcb04863fa33a4740d4ce074240eb_4d56084e.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000249_000295_NrWcP1s3QC0_9_NrWcP1s3QC0_9_00001_png.rf.f2cbcb04863fa33a4740d4ce074240eb_4d56084e.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000249_000295_NrWcP1s3QC0_9_NrWcP1s3QC0_9_00001_png.rf.f2cbcb04863fa33a4740d4ce074240eb_4d56084e.txt,3
4e0a20c19591065bba5b7c62e94218124d5ef44c,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000154_000169_unseen_2907_SL_frame0495_jpg.rf.c1b21e3642069181dc64475abdb1f2af_4e0a20c1_4e0a20c1.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000154_000169_unseen_2907_SL_frame0495_jpg.rf.c1b21e3642069181dc64475abdb1f2af_4e0a20c1_4e0a20c1.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000154_000169_unseen_2907_SL_frame0495_jpg.rf.c1b21e3642069181dc64475abdb1f2af_4e0a20c1_4e0a20c1.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000154_000169_unseen_2907_SL_frame0495_jpg.rf.c1b21e3642069181dc64475abdb1f2af_4e0a20c1_4e0a20c1.txt,1
4ef15f43ae2ee2fb7abe71472b8a889705fdb9e5,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000231_000277_GS__MO-GS-T3__frame_0086_jpg.rf.2578afe4274ddcd52b0872ed16b450d9_4ef15f43_4ef15f43.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000231_000277_GS__MO-GS-T3__frame_0086_jpg.rf.2578afe4274ddcd52b0872ed16b450d9_4ef15f43_4ef15f43.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000231_000277_GS__MO-GS-T3__frame_0086_jpg.rf.2578afe4274ddcd52b0872ed16b450d9_4ef15f43_4ef15f43.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000231_000277_GS__MO-GS-T3__frame_0086_jpg.rf.2578afe4274ddcd52b0872ed16b450d9_4ef15f43_4ef15f43.txt,2
500804a3f096f46bdfbab20eadc821ce2906ab34,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000184_000199_unseen_2911_SL_frame0031_jpg.rf.0b2894093612c7f3c6a9469556a24440_500804a3_500804a3.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000184_000199_unseen_2911_SL_frame0031_jpg.rf.0b2894093612c7f3c6a9469556a24440_500804a3_500804a3.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000184_000199_unseen_2911_SL_frame0031_jpg.rf.0b2894093612c7f3c6a9469556a24440_500804a3_500804a3.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000184_000199_unseen_2911_SL_frame0031_jpg.rf.0b2894093612c7f3c6a9469556a24440_500804a3_500804a3.txt,21
5044c320c18131e5fc2558076ca53a7486bfda29,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000236_000282_GS__MS-GS-R__frame_0069_jpg.rf.f54989d070888da3525da99386b74f49_5044c320_5044c320.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000236_000282_GS__MS-GS-R__frame_0069_jpg.rf.f54989d070888da3525da99386b74f49_5044c320_5044c320.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000236_000282_GS__MS-GS-R__frame_0069_jpg.rf.f54989d070888da3525da99386b74f49_5044c320_5044c320.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000236_000282_GS__MS-GS-R__frame_0069_jpg.rf.f54989d070888da3525da99386b74f49_5044c320_5044c320.txt,2
539c9efcc19acef1d86638c1bba623f859a1bea1,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000226_000272_GS__MO-GS-T3__frame_0001_jpg.rf.042756b762b3913efff9481280afd326_539c9efc_539c9efc.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000226_000272_GS__MO-GS-T3__frame_0001_jpg.rf.042756b762b3913efff9481280afd326_539c9efc_539c9efc.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000226_000272_GS__MO-GS-T3__frame_0001_jpg.rf.042756b762b3913efff9481280afd326_539c9efc_539c9efc.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000226_000272_GS__MO-GS-T3__frame_0001_jpg.rf.042756b762b3913efff9481280afd326_539c9efc_539c9efc.txt,4
5499eed465ed084abc933df74220436afedfbaf5,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000250_000296_SL__MS-SL-R__frame_0031_jpg.rf.ae13abec38e854947d3bb748123ca597_5499eed4_5499eed4.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000250_000296_SL__MS-SL-R__frame_0031_jpg.rf.ae13abec38e854947d3bb748123ca597_5499eed4_5499eed4.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000250_000296_SL__MS-SL-R__frame_0031_jpg.rf.ae13abec38e854947d3bb748123ca597_5499eed4_5499eed4.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000250_000296_SL__MS-SL-R__frame_0031_jpg.rf.ae13abec38e854947d3bb748123ca597_5499eed4_5499eed4.txt,1
54f973e559d91392b846c40629ef999f1600af4c,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000098_000074_v8_div_balv2_0155__Videos__LjXeTB3Wl10__0-mp4__t23-80_jpg.rf.a4128919aa60_54f973e5.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000098_000074_v8_div_balv2_0155__Videos__LjXeTB3Wl10__0-mp4__t23-80_jpg.rf.a4128919aa60_54f973e5.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000098_000074_v8_div_balv2_0155__Videos__LjXeTB3Wl10__0-mp4__t23-80_jpg.rf.a4128919aa60_54f973e5.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000098_000074_v8_div_balv2_0155__Videos__LjXeTB3Wl10__0-mp4__t23-80_jpg.rf.a4128919aa60_54f973e5.txt,1
57a1fb36c444dd1711773f37ab0eeed8bde71079,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000207_000253_5UHRvqx1iuQ_9_5UHRvqx1iuQ_9_00028_png.rf.12f4f5f4633f956c18f66a2107ba69be_57a1fb36.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000207_000253_5UHRvqx1iuQ_9_5UHRvqx1iuQ_9_00028_png.rf.12f4f5f4633f956c18f66a2107ba69be_57a1fb36.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000207_000253_5UHRvqx1iuQ_9_5UHRvqx1iuQ_9_00028_png.rf.12f4f5f4633f956c18f66a2107ba69be_57a1fb36.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000207_000253_5UHRvqx1iuQ_9_5UHRvqx1iuQ_9_00028_png.rf.12f4f5f4633f956c18f66a2107ba69be_57a1fb36.txt,1
582082160ade6cb860bb1f3a0ec357dd172a1748,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000158_000173_unseen_2907_SL_frame0693_jpg.rf.71332249eef6aa509725c33dc3441b7c_58208216_58208216.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000158_000173_unseen_2907_SL_frame0693_jpg.rf.71332249eef6aa509725c33dc3441b7c_58208216_58208216.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000158_000173_unseen_2907_SL_frame0693_jpg.rf.71332249eef6aa509725c33dc3441b7c_58208216_58208216.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000158_000173_unseen_2907_SL_frame0693_jpg.rf.71332249eef6aa509725c33dc3441b7c_58208216_58208216.txt,2
5cc49c305b46b1cc823ae0beefae04bcc57a5291,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000152_000167_unseen_2907_SL_frame0429_jpg.rf.f930fbad3e1005a5f8204b759ae99b05_5cc49c30_5cc49c30.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000152_000167_unseen_2907_SL_frame0429_jpg.rf.f930fbad3e1005a5f8204b759ae99b05_5cc49c30_5cc49c30.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000152_000167_unseen_2907_SL_frame0429_jpg.rf.f930fbad3e1005a5f8204b759ae99b05_5cc49c30_5cc49c30.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000152_000167_unseen_2907_SL_frame0429_jpg.rf.f930fbad3e1005a5f8204b759ae99b05_5cc49c30_5cc49c30.txt,6
5ecd595d132e589b45c1344e0476720bc914f8b5,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000114_000090_v8_div_balv2_0200__Videos__zW1bF2PsB0M__12-mp4__t3-74_jpg.rf.6c2f338a70fb_5ecd595d.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000114_000090_v8_div_balv2_0200__Videos__zW1bF2PsB0M__12-mp4__t3-74_jpg.rf.6c2f338a70fb_5ecd595d.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000114_000090_v8_div_balv2_0200__Videos__zW1bF2PsB0M__12-mp4__t3-74_jpg.rf.6c2f338a70fb_5ecd595d.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000114_000090_v8_div_balv2_0200__Videos__zW1bF2PsB0M__12-mp4__t3-74_jpg.rf.6c2f338a70fb_5ecd595d.txt,2
600fa3820a73e84bc635ee702fba84f770e88ee7,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000177_000192_unseen_2909_SL_frame0612_jpg.rf.909d08804d61c3d5798f0c79126e77bf_600fa382_600fa382.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000177_000192_unseen_2909_SL_frame0612_jpg.rf.909d08804d61c3d5798f0c79126e77bf_600fa382_600fa382.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000177_000192_unseen_2909_SL_frame0612_jpg.rf.909d08804d61c3d5798f0c79126e77bf_600fa382_600fa382.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000177_000192_unseen_2909_SL_frame0612_jpg.rf.909d08804d61c3d5798f0c79126e77bf_600fa382_600fa382.txt,5
633645441099df9ff2931c32dc9a4f13ca6fed98,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000201_000247_37HtpPpdvp0_0_37HtpPpdvp0_0_00005_png.rf.5560bf20e047dfee86e1238474ad8675_63364544.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000201_000247_37HtpPpdvp0_0_37HtpPpdvp0_0_00005_png.rf.5560bf20e047dfee86e1238474ad8675_63364544.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000201_000247_37HtpPpdvp0_0_37HtpPpdvp0_0_00005_png.rf.5560bf20e047dfee86e1238474ad8675_63364544.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000201_000247_37HtpPpdvp0_0_37HtpPpdvp0_0_00005_png.rf.5560bf20e047dfee86e1238474ad8675_63364544.txt,1
63a2e841334ef51477db58b900db42753a9f9de6,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000316_000362_zW1bF2PsB0M_12_zW1bF2PsB0M_12_00003_png.rf.8185944f3b507eea73c92bf132865d_63a2e841.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000316_000362_zW1bF2PsB0M_12_zW1bF2PsB0M_12_00003_png.rf.8185944f3b507eea73c92bf132865d_63a2e841.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000316_000362_zW1bF2PsB0M_12_zW1bF2PsB0M_12_00003_png.rf.8185944f3b507eea73c92bf132865d_63a2e841.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000316_000362_zW1bF2PsB0M_12_zW1bF2PsB0M_12_00003_png.rf.8185944f3b507eea73c92bf132865d_63a2e841.txt,2
63bb7f4e7842362551c4508cff4e46d5ed4d41a5,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000185_000200_unseen_2911_SL_frame0124_jpg.rf.ded9187e2a913f08c06058863211f70c_63bb7f4e_63bb7f4e.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000185_000200_unseen_2911_SL_frame0124_jpg.rf.ded9187e2a913f08c06058863211f70c_63bb7f4e_63bb7f4e.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000185_000200_unseen_2911_SL_frame0124_jpg.rf.ded9187e2a913f08c06058863211f70c_63bb7f4e_63bb7f4e.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000185_000200_unseen_2911_SL_frame0124_jpg.rf.ded9187e2a913f08c06058863211f70c_63bb7f4e_63bb7f4e.txt,16
645e56f252da35471d5c35e9ca735f19ef21bb40,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/images/000251_000297_SL__MS-SL-R__frame_0043_jpg.rf.5c8ad6e7ed8f59093fa9be9cb8e3ef94_645e56f2_645e56f2.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260215/train/labels/000251_000297_SL__MS-SL-R__frame_0043_jpg.rf.5c8ad6e7ed8f59093fa9be9cb8e3ef94_645e56f2_645e56f2.txt,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/images/000251_000297_SL__MS-SL-R__frame_0043_jpg.rf.5c8ad6e7ed8f59093fa9be9cb8e3ef94_645e56f2_645e56f2.jpg,/Users/quan/Documents/personal/Stanford application project/data/datasets/final_combined_1class_20260213_recovered_pos252/train/labels/000251_000297_SL__MS-SL-R__frame_0043_jpg.rf.5c8ad6e7ed8f59093fa9be9cb8e3ef94_645e56f2_645e56f2.txt,11
