source_root,source_split,source_image,source_label,target_split,target_image,target_label,sha1,box_count
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000083_v8_div_balv2_0176__Videos__he3w2n9WvrI__11-mp4__t6-96_jpg.rf.bb240b4e88a3d30e36d_8af4eeb1.jpg,data/annotations/final_combined_1class_20260213/train/labels/000083_v8_div_balv2_0176__Videos__he3w2n9WvrI__11-mp4__t6-96_jpg.rf.bb240b4e88a3d30e36d_8af4eeb1.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000081_000083_v8_div_balv2_0176__Videos__he3w2n9WvrI__11-mp4__t6-96_jpg.rf.bb240b4e88a3_8af4eeb1.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000081_000083_v8_div_balv2_0176__Videos__he3w2n9WvrI__11-mp4__t6-96_jpg.rf.bb240b4e88a3_8af4eeb1.txt,8af4eeb1387ff1f4e6e6bb25a4a200c0ec01dcd2,4
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000085_v8_div_balv2_0185__Videos__he3w2n9WvrI__5-mp4__t6-54_jpg.rf.f3b549c90ff0161a4b8b_498aed85.jpg,data/annotations/final_combined_1class_20260213/train/labels/000085_v8_div_balv2_0185__Videos__he3w2n9WvrI__5-mp4__t6-54_jpg.rf.f3b549c90ff0161a4b8b_498aed85.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000082_000085_v8_div_balv2_0185__Videos__he3w2n9WvrI__5-mp4__t6-54_jpg.rf.f3b549c90ff01_498aed85.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000082_000085_v8_div_balv2_0185__Videos__he3w2n9WvrI__5-mp4__t6-54_jpg.rf.f3b549c90ff01_498aed85.txt,498aed85f924cd7c3af807c88acbccafa4546aff,6
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000086_v8_div_balv2_0191__Videos__SVYdH614G_M__5-mp4__t2-95_jpg.rf.47978ff1fa348345068f_074e2dc3.jpg,data/annotations/final_combined_1class_20260213/train/labels/000086_v8_div_balv2_0191__Videos__SVYdH614G_M__5-mp4__t2-95_jpg.rf.47978ff1fa348345068f_074e2dc3.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000083_000086_v8_div_balv2_0191__Videos__SVYdH614G_M__5-mp4__t2-95_jpg.rf.47978ff1fa348_074e2dc3.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000083_000086_v8_div_balv2_0191__Videos__SVYdH614G_M__5-mp4__t2-95_jpg.rf.47978ff1fa348_074e2dc3.txt,074e2dc376dac2dd55838eaae1ba73b58080ddcc,1
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000087_v8_div_balv2_0194__Videos__he3w2n9WvrI__17-mp4__t7-39_jpg.rf.56518cd3fc6d522e8ea_26f2b6f1.jpg,data/annotations/final_combined_1class_20260213/train/labels/000087_v8_div_balv2_0194__Videos__he3w2n9WvrI__17-mp4__t7-39_jpg.rf.56518cd3fc6d522e8ea_26f2b6f1.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000084_000087_v8_div_balv2_0194__Videos__he3w2n9WvrI__17-mp4__t7-39_jpg.rf.56518cd3fc6d_26f2b6f1.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000084_000087_v8_div_balv2_0194__Videos__he3w2n9WvrI__17-mp4__t7-39_jpg.rf.56518cd3fc6d_26f2b6f1.txt,26f2b6f119cfad35c0b481fbf1f9c22d7a2335bf,4
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000089_v8_div_balv2_0199__Videos__he3w2n9WvrI__16-mp4__t0-18_jpg.rf.cfeab843a3f57db8aac_cea27f92.jpg,data/annotations/final_combined_1class_20260213/train/labels/000089_v8_div_balv2_0199__Videos__he3w2n9WvrI__16-mp4__t0-18_jpg.rf.cfeab843a3f57db8aac_cea27f92.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000085_000089_v8_div_balv2_0199__Videos__he3w2n9WvrI__16-mp4__t0-18_jpg.rf.cfeab843a3f5_cea27f92.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000085_000089_v8_div_balv2_0199__Videos__he3w2n9WvrI__16-mp4__t0-18_jpg.rf.cfeab843a3f5_cea27f92.txt,cea27f921fe6bb677e9fbb412a5259983d488b0c,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000090_v8_div_balv2_0200__Videos__zW1bF2PsB0M__12-mp4__t3-74_jpg.rf.6c2f338a70fb922aa09_5ecd595d.jpg,data/annotations/final_combined_1class_20260213/train/labels/000090_v8_div_balv2_0200__Videos__zW1bF2PsB0M__12-mp4__t3-74_jpg.rf.6c2f338a70fb922aa09_5ecd595d.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000086_000090_v8_div_balv2_0200__Videos__zW1bF2PsB0M__12-mp4__t3-74_jpg.rf.6c2f338a70fb_5ecd595d.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000086_000090_v8_div_balv2_0200__Videos__zW1bF2PsB0M__12-mp4__t3-74_jpg.rf.6c2f338a70fb_5ecd595d.txt,5ecd595d132e589b45c1344e0476720bc914f8b5,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000091_v8_div_balv2_0202__Videos__uLW74013Wp0__4-mp4__t11-03_jpg.rf.524e47b9dd3c0a00d15_253d26ac.jpg,data/annotations/final_combined_1class_20260213/train/labels/000091_v8_div_balv2_0202__Videos__uLW74013Wp0__4-mp4__t11-03_jpg.rf.524e47b9dd3c0a00d15_253d26ac.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000087_000091_v8_div_balv2_0202__Videos__uLW74013Wp0__4-mp4__t11-03_jpg.rf.524e47b9dd3c_253d26ac.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000087_000091_v8_div_balv2_0202__Videos__uLW74013Wp0__4-mp4__t11-03_jpg.rf.524e47b9dd3c_253d26ac.txt,253d26ac3d05d0aab88dd1975551994345784ec2,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000092_v8_div_balv2_0207__Videos__uLW74013Wp0__2-mp4__t11-90_jpg.rf.543cc3a090dd8f74378_c897ecf9.jpg,data/annotations/final_combined_1class_20260213/train/labels/000092_v8_div_balv2_0207__Videos__uLW74013Wp0__2-mp4__t11-90_jpg.rf.543cc3a090dd8f74378_c897ecf9.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000088_000092_v8_div_balv2_0207__Videos__uLW74013Wp0__2-mp4__t11-90_jpg.rf.543cc3a090dd_c897ecf9.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000088_000092_v8_div_balv2_0207__Videos__uLW74013Wp0__2-mp4__t11-90_jpg.rf.543cc3a090dd_c897ecf9.txt,c897ecf989b8988ae656139af54752c28c21e7f4,7
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000093_v8_div_balv2_0210__Videos__he3w2n9WvrI__5-mp4__t7-79_jpg.rf.47f799f155b19393f40d_7a827640.jpg,data/annotations/final_combined_1class_20260213/train/labels/000093_v8_div_balv2_0210__Videos__he3w2n9WvrI__5-mp4__t7-79_jpg.rf.47f799f155b19393f40d_7a827640.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000089_000093_v8_div_balv2_0210__Videos__he3w2n9WvrI__5-mp4__t7-79_jpg.rf.47f799f155b19_7a827640.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000089_000093_v8_div_balv2_0210__Videos__he3w2n9WvrI__5-mp4__t7-79_jpg.rf.47f799f155b19_7a827640.txt,7a8276408892d9fd24dc9314bf304bbfc3ce107e,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000096_v8_div_balv2_0221__Videos__uLW74013Wp0__6-mp4__t1-47_jpg.rf.613480bfd2fdbd59bb0d_eb1278ae.jpg,data/annotations/final_combined_1class_20260213/train/labels/000096_v8_div_balv2_0221__Videos__uLW74013Wp0__6-mp4__t1-47_jpg.rf.613480bfd2fdbd59bb0d_eb1278ae.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000090_000096_v8_div_balv2_0221__Videos__uLW74013Wp0__6-mp4__t1-47_jpg.rf.613480bfd2fdb_eb1278ae.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000090_000096_v8_div_balv2_0221__Videos__uLW74013Wp0__6-mp4__t1-47_jpg.rf.613480bfd2fdb_eb1278ae.txt,eb1278aee40b6b5694a7e4152a8b89a5916bc6d2,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000099_v8_div_balv2_0225__Videos__uLW74013Wp0__8-mp4__t7-15_jpg.rf.463da3a07735f814899a_6a5f294a.jpg,data/annotations/final_combined_1class_20260213/train/labels/000099_v8_div_balv2_0225__Videos__uLW74013Wp0__8-mp4__t7-15_jpg.rf.463da3a07735f814899a_6a5f294a.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000091_000099_v8_div_balv2_0225__Videos__uLW74013Wp0__8-mp4__t7-15_jpg.rf.463da3a07735f_6a5f294a.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000091_000099_v8_div_balv2_0225__Videos__uLW74013Wp0__8-mp4__t7-15_jpg.rf.463da3a07735f_6a5f294a.txt,6a5f294ae0823f414b7eda4c38c50c3f0ff1db8d,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000100_v8_div_balv2_0231__Videos__qxfgw1Kd98A__7-mp4__t5-94_jpg.rf.6b9ada30593fb2d6be99_fc46850e.jpg,data/annotations/final_combined_1class_20260213/train/labels/000100_v8_div_balv2_0231__Videos__qxfgw1Kd98A__7-mp4__t5-94_jpg.rf.6b9ada30593fb2d6be99_fc46850e.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000092_000100_v8_div_balv2_0231__Videos__qxfgw1Kd98A__7-mp4__t5-94_jpg.rf.6b9ada30593fb_fc46850e.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000092_000100_v8_div_balv2_0231__Videos__qxfgw1Kd98A__7-mp4__t5-94_jpg.rf.6b9ada30593fb_fc46850e.txt,fc46850eaf68734bb6dbe270a182d3fa21d08ecd,1
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000101_v8_div_balv2_0232__Videos__uLW74013Wp0__6-mp4__t0-52_jpg.rf.8d9081e8edc66b0682da_421b9e81.jpg,data/annotations/final_combined_1class_20260213/train/labels/000101_v8_div_balv2_0232__Videos__uLW74013Wp0__6-mp4__t0-52_jpg.rf.8d9081e8edc66b0682da_421b9e81.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000093_000101_v8_div_balv2_0232__Videos__uLW74013Wp0__6-mp4__t0-52_jpg.rf.8d9081e8edc66_421b9e81.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000093_000101_v8_div_balv2_0232__Videos__uLW74013Wp0__6-mp4__t0-52_jpg.rf.8d9081e8edc66_421b9e81.txt,421b9e817ad63c70b62770cb21238247bf215b5a,1
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000102_v8_div_balv2_0234__Videos__5UHRvqx1iuQ__0-mp4__t5-97_jpg.rf.18684f79a0c8e51ebf6a_450c7437.jpg,data/annotations/final_combined_1class_20260213/train/labels/000102_v8_div_balv2_0234__Videos__5UHRvqx1iuQ__0-mp4__t5-97_jpg.rf.18684f79a0c8e51ebf6a_450c7437.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000094_000102_v8_div_balv2_0234__Videos__5UHRvqx1iuQ__0-mp4__t5-97_jpg.rf.18684f79a0c8e_450c7437.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000094_000102_v8_div_balv2_0234__Videos__5UHRvqx1iuQ__0-mp4__t5-97_jpg.rf.18684f79a0c8e_450c7437.txt,450c743782425efd15453ae26ed24fce39a05211,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000103_v8_div_balv2_0235__Videos__he3w2n9WvrI__17-mp4__t2-64_jpg.rf.493239a59e5f7a146c0_45cb6f1f.jpg,data/annotations/final_combined_1class_20260213/train/labels/000103_v8_div_balv2_0235__Videos__he3w2n9WvrI__17-mp4__t2-64_jpg.rf.493239a59e5f7a146c0_45cb6f1f.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000095_000103_v8_div_balv2_0235__Videos__he3w2n9WvrI__17-mp4__t2-64_jpg.rf.493239a59e5f_45cb6f1f.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000095_000103_v8_div_balv2_0235__Videos__he3w2n9WvrI__17-mp4__t2-64_jpg.rf.493239a59e5f_45cb6f1f.txt,45cb6f1f329105b79d57280ed493a1226eccd513,1
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000104_v8_div_balv2_0237__Videos__zW1bF2PsB0M__3-mp4__t0-21_jpg.rf.5cc2d351937fa7a95089_f7d0b810.jpg,data/annotations/final_combined_1class_20260213/train/labels/000104_v8_div_balv2_0237__Videos__zW1bF2PsB0M__3-mp4__t0-21_jpg.rf.5cc2d351937fa7a95089_f7d0b810.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000096_000104_v8_div_balv2_0237__Videos__zW1bF2PsB0M__3-mp4__t0-21_jpg.rf.5cc2d351937fa_f7d0b810.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000096_000104_v8_div_balv2_0237__Videos__zW1bF2PsB0M__3-mp4__t0-21_jpg.rf.5cc2d351937fa_f7d0b810.txt,f7d0b810a20f248457745156474366c3ef7543fa,3
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000105_v8_div_balv2_0238__Videos__qxfgw1Kd98A__13-mp4__t3-25_jpg.rf.8ce0377833b1e5e582b_a242e1d8.jpg,data/annotations/final_combined_1class_20260213/train/labels/000105_v8_div_balv2_0238__Videos__qxfgw1Kd98A__13-mp4__t3-25_jpg.rf.8ce0377833b1e5e582b_a242e1d8.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000097_000105_v8_div_balv2_0238__Videos__qxfgw1Kd98A__13-mp4__t3-25_jpg.rf.8ce0377833b1_a242e1d8.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000097_000105_v8_div_balv2_0238__Videos__qxfgw1Kd98A__13-mp4__t3-25_jpg.rf.8ce0377833b1_a242e1d8.txt,a242e1d8192c71c6e294a5e56e24388772331bef,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000106_v8_div_balv2_0239__Videos__uLW74013Wp0__16-mp4__t0-18_jpg.rf.701fd3e0988422df4a0_d588c85e.jpg,data/annotations/final_combined_1class_20260213/train/labels/000106_v8_div_balv2_0239__Videos__uLW74013Wp0__16-mp4__t0-18_jpg.rf.701fd3e0988422df4a0_d588c85e.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000098_000106_v8_div_balv2_0239__Videos__uLW74013Wp0__16-mp4__t0-18_jpg.rf.701fd3e09884_d588c85e.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000098_000106_v8_div_balv2_0239__Videos__uLW74013Wp0__16-mp4__t0-18_jpg.rf.701fd3e09884_d588c85e.txt,d588c85e2cf52a996518828b08284169f47e44a8,1
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000107_v8_div_balv2_0240__Videos__zW1bF2PsB0M__5-mp4__t10-26_jpg.rf.7f69cc795399d35b200_8bb5981a.jpg,data/annotations/final_combined_1class_20260213/train/labels/000107_v8_div_balv2_0240__Videos__zW1bF2PsB0M__5-mp4__t10-26_jpg.rf.7f69cc795399d35b200_8bb5981a.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000099_000107_v8_div_balv2_0240__Videos__zW1bF2PsB0M__5-mp4__t10-26_jpg.rf.7f69cc795399_8bb5981a.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000099_000107_v8_div_balv2_0240__Videos__zW1bF2PsB0M__5-mp4__t10-26_jpg.rf.7f69cc795399_8bb5981a.txt,8bb5981ab8fde2118802c419df63311db9718267,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000108_v8_div_balv2_0241__Videos__he3w2n9WvrI__16-mp4__t1-34_jpg.rf.034e4ee368960524263_bb5a540c.jpg,data/annotations/final_combined_1class_20260213/train/labels/000108_v8_div_balv2_0241__Videos__he3w2n9WvrI__16-mp4__t1-34_jpg.rf.034e4ee368960524263_bb5a540c.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000100_000108_v8_div_balv2_0241__Videos__he3w2n9WvrI__16-mp4__t1-34_jpg.rf.034e4ee36896_bb5a540c.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000100_000108_v8_div_balv2_0241__Videos__he3w2n9WvrI__16-mp4__t1-34_jpg.rf.034e4ee36896_bb5a540c.txt,bb5a540c3a5a92dea5ee7d87aa00a95e8ce29607,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000109_v8_div_balv2_0243__Videos__zW1bF2PsB0M__12-mp4__t1-42_jpg.rf.fa84942ad8d69e83c01_687e5ced.jpg,data/annotations/final_combined_1class_20260213/train/labels/000109_v8_div_balv2_0243__Videos__zW1bF2PsB0M__12-mp4__t1-42_jpg.rf.fa84942ad8d69e83c01_687e5ced.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000101_000109_v8_div_balv2_0243__Videos__zW1bF2PsB0M__12-mp4__t1-42_jpg.rf.fa84942ad8d6_687e5ced.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000101_000109_v8_div_balv2_0243__Videos__zW1bF2PsB0M__12-mp4__t1-42_jpg.rf.fa84942ad8d6_687e5ced.txt,687e5cedf1de5eacafa71a9ec40efc383c12dbde,1
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000110_v8_div_balv2_0246__Videos__qxfgw1Kd98A__2-mp4__t3-88_jpg.rf.212c0071ab36bb98d637_8986a2b9.jpg,data/annotations/final_combined_1class_20260213/train/labels/000110_v8_div_balv2_0246__Videos__qxfgw1Kd98A__2-mp4__t3-88_jpg.rf.212c0071ab36bb98d637_8986a2b9.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000102_000110_v8_div_balv2_0246__Videos__qxfgw1Kd98A__2-mp4__t3-88_jpg.rf.212c0071ab36b_8986a2b9.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000102_000110_v8_div_balv2_0246__Videos__qxfgw1Kd98A__2-mp4__t3-88_jpg.rf.212c0071ab36b_8986a2b9.txt,8986a2b9cc997de2e519820b566480faf7f93eba,2
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000111_v8_div_balv2_0250__Videos__uLW74013Wp0__11-mp4__t4-50_jpg.rf.77016b05fad84016d2d_6898c25b.jpg,data/annotations/final_combined_1class_20260213/train/labels/000111_v8_div_balv2_0250__Videos__uLW74013Wp0__11-mp4__t4-50_jpg.rf.77016b05fad84016d2d_6898c25b.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000103_000111_v8_div_balv2_0250__Videos__uLW74013Wp0__11-mp4__t4-50_jpg.rf.77016b05fad8_6898c25b.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000103_000111_v8_div_balv2_0250__Videos__uLW74013Wp0__11-mp4__t4-50_jpg.rf.77016b05fad8_6898c25b.txt,6898c25b0a8aac2740db8a3832ec68e884960568,1
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000113_v8_div_balv2_0266__Videos__he3w2n9WvrI__10-mp4__t1-34_jpg.rf.c360ea3c1a2b5d7c979_abe498c9.jpg,data/annotations/final_combined_1class_20260213/train/labels/000113_v8_div_balv2_0266__Videos__he3w2n9WvrI__10-mp4__t1-34_jpg.rf.c360ea3c1a2b5d7c979_abe498c9.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000104_000113_v8_div_balv2_0266__Videos__he3w2n9WvrI__10-mp4__t1-34_jpg.rf.c360ea3c1a2b_abe498c9.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000104_000113_v8_div_balv2_0266__Videos__he3w2n9WvrI__10-mp4__t1-34_jpg.rf.c360ea3c1a2b_abe498c9.txt,abe498c99c8c2e9c4c37bb91c144fb2c119cf49c,1
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000116_v8_div_balv2_0272__Videos__uLW74013Wp0__4-mp4__t7-49_jpg.rf.cd14b8a975aa3f59dd8c_6749ccb9.jpg,data/annotations/final_combined_1class_20260213/train/labels/000116_v8_div_balv2_0272__Videos__uLW74013Wp0__4-mp4__t7-49_jpg.rf.cd14b8a975aa3f59dd8c_6749ccb9.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000105_000116_v8_div_balv2_0272__Videos__uLW74013Wp0__4-mp4__t7-49_jpg.rf.cd14b8a975aa3_6749ccb9.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000105_000116_v8_div_balv2_0272__Videos__uLW74013Wp0__4-mp4__t7-49_jpg.rf.cd14b8a975aa3_6749ccb9.txt,6749ccb9a74ff0bb36d1319733e18d7bb71fcef4,3
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000118_v8_div_balv2_0274__Videos__uLW74013Wp0__4-mp4__t5-71_jpg.rf.bb97c5edae0fab0e91f9_f19d5ce1.jpg,data/annotations/final_combined_1class_20260213/train/labels/000118_v8_div_balv2_0274__Videos__uLW74013Wp0__4-mp4__t5-71_jpg.rf.bb97c5edae0fab0e91f9_f19d5ce1.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000106_000118_v8_div_balv2_0274__Videos__uLW74013Wp0__4-mp4__t5-71_jpg.rf.bb97c5edae0fa_f19d5ce1.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000106_000118_v8_div_balv2_0274__Videos__uLW74013Wp0__4-mp4__t5-71_jpg.rf.bb97c5edae0fa_f19d5ce1.txt,f19d5ce158910c0fc6ce01d8ab8377a4a4c89e8f,1
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000161_unseen_2907_SL_frame0000_jpg.rf.1efdc94a092a7997cb5e406e23c3da0a_e61020f0.jpg,data/annotations/final_combined_1class_20260213/train/labels/000161_unseen_2907_SL_frame0000_jpg.rf.1efdc94a092a7997cb5e406e23c3da0a_e61020f0.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000107_000161_unseen_2907_SL_frame0000_jpg.rf.1efdc94a092a7997cb5e406e23c3da0a_e61020f0_e61020f0.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000107_000161_unseen_2907_SL_frame0000_jpg.rf.1efdc94a092a7997cb5e406e23c3da0a_e61020f0_e61020f0.txt,e61020f0dc8f2f7ffbd10bda0fc074d47f0eab42,14
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000162_unseen_2907_SL_frame0231_jpg.rf.060d4ae513603ac74f731e5bd3c4c09f_033e3fa5.jpg,data/annotations/final_combined_1class_20260213/train/labels/000162_unseen_2907_SL_frame0231_jpg.rf.060d4ae513603ac74f731e5bd3c4c09f_033e3fa5.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000108_000162_unseen_2907_SL_frame0231_jpg.rf.060d4ae513603ac74f731e5bd3c4c09f_033e3fa5_033e3fa5.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000108_000162_unseen_2907_SL_frame0231_jpg.rf.060d4ae513603ac74f731e5bd3c4c09f_033e3fa5_033e3fa5.txt,033e3fa5f3987491b94883f47592f988e1bcf9a5,12
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000163_unseen_2907_SL_frame0297_jpg.rf.2320563b046aa080562a2b6ab5d2993b_2465c1a4.jpg,data/annotations/final_combined_1class_20260213/train/labels/000163_unseen_2907_SL_frame0297_jpg.rf.2320563b046aa080562a2b6ab5d2993b_2465c1a4.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000109_000163_unseen_2907_SL_frame0297_jpg.rf.2320563b046aa080562a2b6ab5d2993b_2465c1a4_2465c1a4.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000109_000163_unseen_2907_SL_frame0297_jpg.rf.2320563b046aa080562a2b6ab5d2993b_2465c1a4_2465c1a4.txt,2465c1a4e92295cbffa4087724e9bbf20a3c7d76,12
data/annotations/final_combined_1class_20260213,train,data/annotations/final_combined_1class_20260213/train/images/000164_unseen_2907_SL_frame0330_jpg.rf.e840ecb3d646352e330b102cef47e7c5_b407be0e.jpg,data/annotations/final_combined_1class_20260213/train/labels/000164_unseen_2907_SL_frame0330_jpg.rf.e840ecb3d646352e330b102cef47e7c5_b407be0e.txt,train,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/images/000110_000164_unseen_2907_SL_frame0330_jpg.rf.e840ecb3d646352e330b102cef47e7c5_b407be0e_b407be0e.jpg,tracks/B_model_retraining/artifacts/final_combined_1class_20260215_hardfix/train/labels/000110_000164_unseen_2907_SL_frame0330_jpg.rf.e840ecb3d646352e330b102cef47e7c5_b407be0e_b407be0e.txt,b407be0ede0b2174c9cea60d9a9f5e4f39b6909e,10
